x,y
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
3.999648102930413,5
5.000351897069587,7
3.9849359965342392,6.993731107076353
5.015064003465761,5.006268892923647
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
3.982509112967451,5
5.017490887032549,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,6.980877213279278
5,5.019122786720722
4,5
5,7
4,5
5,7
4.997047486469526,6.975537016345431
4.002952513530474,5.024462983654569
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
5.012873277250367,4.993566799065082
3.987126722749633,7.006433200934918
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,6.967702134880325
5,5.032297865119675
4,5
5,7
3.986805269357127,7.059244174843278
5.013194730642873,4.940755825156722
4.9976901194016445,6.974314340028703
4.0023098805983555,5.025685659971297
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,4.997888859255359
5,7.002111140744641
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.002612933239284,5
4.997387066760716,7
4,5
5,7
4,5
5,7
4,5
5,7
5.006563272006445,5
3.993436727993555,7
4,7.000133015753013
5,4.999866984246987
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
5.030920427896604,6.992054373036082
3.969079572103395,5.007945626963918
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.992415569346911,5
4.007584430653089,7
4,5
5,7
5.0035492681515095,5
3.996450731848491,7
4,5
5,7
4.001858057870938,5.016441138967189
4.998141942129062,6.983558861032811
4.988248025782639,6.999642047308663
4.011751974217361,5.000357952691337
4,5
5,7
4.996157301777103,7.0002157873427215
4.003842698222897,4.9997842126572785
4,5
5,7
4,6.99679978493185
5,5.00320021506815
4,5
5,7
4,6.989814937803431
5,5.010185062196569
4.992207949952157,5
4.007792050047843,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
3.9921121855182884,5
5.007887814481712,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
5.0030986078969235,5
3.996901392103076,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.000350541918273,5
4.999649458081727,7
4,5
5,7
4,5
5,7
3.9948554208867115,6.975661434388622
5.0051445791132885,5.024338565611378
4,5
5,7
3.9918714654469634,5.0155937324119435
5.008128534553037,6.9844062675880565
4,5
5,7
4,5
5,7
4,5
5,7
4.001556183029483,5
4.998443816970517,7
5.005664604629044,7.014617800063284
3.994335395370956,4.985382199936716
4.015515048347689,5
4.984484951652311,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.01108087475059,6.985527517212954
