x,y
4,5
5,7
5.001050650609223,5.017225111343969
3.9989493493907777,6.982774888656031
5.0197450901684135,5
3.980254909831587,7
4,5
5,7
3.993899567893677,6.993696771649068
5.006100432106323,5.006303228350932
4,6.961425055774992
5,5.038574944225008
4,7.026267847440337
5,4.973732152559663
5.00642313460275,7.048424919418933
3.99357686539725,4.951575080581067
4.983760959639698,4.981450804245398
4.016239040360302,7.018549195754602
4.0032143094178085,5
4.9967856905821915,7
4,4.990814147354688
5,7.009185852645312
4,5.003623967031507
5,6.996376032968493
3.9891904572873575,5
5.010809542712642,7
4.9989293182524595,4.9520250622644175
4.0010706817475405,7.0479749377355825
4,4.982668881408394
5,7.017331118591606
4,4.989233126542051
5,7.010766873457949
4.987440425327527,5
4.012559574672473,7
4,5
5,7
4,5
5,7
4,5
5,7
4,4.998024548460938
5,7.001975451539062
4.990748181973785,5
4.009251818026215,7
4.0078769966198715,7.000368878086903
4.9921230033801285,4.999631121913097
4,5
5,7
5.00234004900504,5
3.9976599509949597,7
4,4.972940930338281
5,7.027059069661719
4,5.005033065565268
5,6.994966934434732
4,7.002240231998995
5,4.997759768001005
4,7.011480460783007
5,4.988519539216993
4.998966726305766,4.99644044906415
4.001033273694234,7.00355955093585
4,6.992224718653258
5,5.007775281346742
4,4.978414831620452
5,7.021585168379548
3.9958931665389197,7.015388795326924
5.004106833461081,4.984611204673076
5.016070284992721,5
3.983929715007279,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,6.970832725607055
5,5.029167274392945
4,5.0130576998149285
5,6.9869423001850715
4.000118743504601,5.02185833642094
4.999881256495399,6.97814166357906
5.004943839861745,4.980299755536036
3.9950561601382546,7.019700244463964
3.9976061319611094,5
5.00239386803889,7
5.011809738886076,5
3.9881902611139237,7
4.001467145847643,5
4.998532854152357,7
4.988685238173968,5
4.011314761826032,7
4.997856578516471,5.016181334704075
4.002143421483529,6.983818665295925
4,5
5,7
4.001585331938886,5
4.998414668061114,7
4,7.06938512847961
5,4.93061487152039
3.960382582540765,6.9984673085280775
5.039617417459235,5.0015326914719225
4,5
5,7
4.9784821839435445,6.999707503318242
4.0215178160564555,5.000292496681758
4,7.004669083855298
5,4.995330916144702
4.001577784254488,7.013899888416719
4.998422215745512,4.986100111583281
4,5
5,7
4,5
5,7
4.9929111851698025,5
4.0070888148301975,7
3.9995724709966805,5
5.0004275290033195,7
4,7.085819058132541
5,4.914180941867459
4,5
5,7
4,5
5,7
3.9932789520935916,5
5.006721047906408,7
4,5
5,7
4.011844936527203,5
4.988155063472797,7
4.008327670043428,5
4.991672329956572,7
4,5
5,7
5.003779490956729,7.001039281445867
3.9962205090432708,4.998960718554133
5.001058474025902,5
3.9989415259740984,7
4,4.981082523416028
5,7.018917476583972
5.016235500109234,6.998990981412948
3.9837644998907655,5.001009018587052
4.007437768174175,5
4.992562231825825,7
4,5
5,7
4,5
5,7
5.011537270260097,5
3.9884627297399033,7
4,4.93463464207582
5,7.06536535792418
3.967363994351423,5
5.032636005648577,7
4.000448187504983,5
4.999551812495017,7
5.0144575754016625,5
3.985542424598337,7
4,7.070368433951833
5,4.929631566048167
4,5
5,7
4,7.032443583293691
5,4.967556416706309
4,5.013723816975115
5,6.986276183024885
5.000467106172537,5
3.9995328938274635,7
4,5
5,7
4.003533922234978,5
4.996466077765022,7
4.000250537124827,5
4.999749462875173,7
4,5
5,7
4,6.999544650647687
5,5.000455349352313
4,5
5,7
4,5
5,7
