x,y
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.030408176080592,4.930202981174312
4.969591823919408,7.069797018825688
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,7.089527221674672
5,4.910472778325328
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
5.043204723498433,5.020642806023187
3.9567952765015675,6.979357193976813
4,5
5,7
4,5
5,7
4,5
5,7
4.962777147081753,5
4.037222852918247,7
3.9885753568984517,5
5.011424643101549,7
4,5
5,7
4,5
5,7
4.004148615090317,5
4.995851384909683,7
4,5
5,7
5.000100188918683,5.073019681726916
3.9998998110813173,6.926980318273084
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.004610856827806,6.99815065352491
4.995389143172194,5.00184934647509
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
5.013449571203282,4.981690803750384
3.9865504287967184,7.018309196249616
3.9675562961481807,6.991885703681068
5.032443703851819,5.008114296318932
4,5
5,7
4.031513234585878,5.038834829613486
4.968486765414122,6.961165170386514
4,5
5,7
4,5
5,7
4,5
5,7
4.994470866013409,5
4.005529133986591,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,7.000759440657711
5,4.999240559342289
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
5.02438342242005,4.971826522148916
3.97561657757995,7.028173477851084
3.968382142187149,4.958120478733523
5.031617857812851,7.041879521266477
4,5
5,7
4,5
5,7
4.9809857854709305,5
4.0190142145290695,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,7.004267049267522
5,4.995732950732478
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,4.970610362329138
5,7.029389637670862
4.985155634915551,6.973102726089351
4.014844365084449,5.026897273910649
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4.960720398447746,6.9863066158630955
4.039279601552254,5.0136933841369045
4,5
5,7
4,5
5,7
3.969961075078394,5
5.030038924921606,7
4,5
5,7
4,5
5,7
4,5
5,7
3.976602392057547,7.0517515077715505
5.023397607942453,4.9482484922284495
4,5
5,7
3.946388276986791,5
5.053611723013209,7
5.01772781095622,4.9397570140028755
3.9822721890437798,7.0602429859971245
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,4.968694735872365
5,7.031305264127635
4,5.023240725421029
5,6.976759274578971
4,5.063486651970178
5,6.936513348029822
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
4,5
5,7
